rank,priority_tier,ticker,company,market_country,asset_pool,bfs_depth,module,current_pool,total_score,score_bucket,verification_status,source_priority,primary_sources_to_find,metrics_to_verify,upgrade_conditions,downgrade_conditions,evidence_state,counterevidence,dependency_path,dependency_edge,etf_clue,smart_money_clue
26,P0_first_batch,FN,Fabrinet,US,美国资产池,D2-D3,Optical manufacturing,候选池,96,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",10-K/20-F / quarterly results / earnings call / product qualification note / customer or hyperscaler reference,datacom AI mix; 800G/1.6T shipments; CPO/SiPh roadmap; customer concentration; ASP/gross margin,"Company filings show AI datacenter/datacom growth, qualified 800G/1.6T or CPO products, and margin durability.","Growth is telecom cycle or one customer ramp, ASP declines dominate, or CPO timing is pushed out.",待原文核验: datacom mix/customer risk,低毛利代工、客户集中、库存,800G/1.6T demand → precision optical manufacturing → shipment ramp,客户边+BOM边,AI/industrial/semis ETFs待查,13F小中盘
27,P0_first_batch,MOD,Modine,US,美国资产池,D2-D3,Thermal management,候选池,96,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",annual report / quarterly results / backlog/orders / investor presentation / product page,data center orders; backlog; book-to-bill; liquid cooling attach; margin; lead time; capacity expansion,"Original sources prove data-center AI demand, long lead-time constraints, backlog growth, and margin expansion.","Orders are pulled forward, projects delayed, customer pricing pressure rises, or grid permission is the real bottleneck.",待原文核验: DC mix/margins,冷却标准化、价格战、非AI业务混杂,AI rack heat density → liquid/air cooling → data center thermal revenue,客户边+技术边,industrial/AI infra ETFs待查,13F小中盘
28,P0_first_batch,RMBS,Rambus,US,美国资产池,D3,Memory interface IP,候选池,96,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",10-K/20-F / quarterly results / earnings call / investor presentation / product roadmap,data center revenue; custom silicon revenue; design wins; NRE vs mass production; IP royalty; customer concentration,Original sources prove sustained AI compute or ASIC demand and supply-chain pull-through to D2/D3.,"Revenue is concentrated, one-off NRE, software moat blocks adoption, or customer disclosures are too thin.",待原文核验,IP attach率、客户内化,HBM/DDR/CXL demand → memory interface IP → royalties,技术边+BOM边,semis ETFs待查,13F小中盘
31,P0_first_batch,SNPS,Synopsys,US,美国资产池,D3,EDA/IP,核心beta/候选,95,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",10-K/20-F / quarterly results / earnings call / investor presentation / product roadmap,data center revenue; custom silicon revenue; design wins; NRE vs mass production; IP royalty; customer concentration,Original sources prove sustained AI compute or ASIC demand and supply-chain pull-through to D2/D3.,"Revenue is concentrated, one-off NRE, software moat blocks adoption, or customer disclosures are too thin.",待原文核验: AI chip design mix,估值、客户CapEx周期,custom ASIC/AI chip complexity → EDA/IP → design revenue,技术边+现金流边,SMH/SOXX/tech ETFs,13F大盘
4,P0_first_batch,000660.KS,SK hynix,韩国,卫星资产池,D2,HBM/DRAM,核心池,100,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",annual report / quarterly results / earnings call / investor presentation / product roadmap,HBM revenue or mix; capacity plan; ASP/margin; customer qualification; HBM3E/HBM4 roadmap,"Company filings prove AI/HBM revenue mix, capacity tightness, improving margin, and multi-customer demand.","HBM exposure is not disclosed, demand is commodity DRAM recovery, or capacity additions point to fast oversupply.","待原文核验: HBM revenue, capacity, margins",HBM供给扩张、Samsung/Micron竞争,GPU/ASIC → HBM capacity/bandwidth → revenue/margins,BOM边+产能边+现金流边,Korea/semis/AI ETFs,IBKR韩国权限需核验
5,P0_first_batch,2308.TW,Delta Electronics,台湾,卫星资产池,D2-D3,Power supply + thermal,核心候选,100,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",annual report / quarterly results / backlog/orders / investor presentation / product page,data center orders; backlog; book-to-bill; liquid cooling attach; margin; lead time; capacity expansion,"Original sources prove data-center AI demand, long lead-time constraints, backlog growth, and margin expansion.","Orders are pulled forward, projects delayed, customer pricing pressure rises, or grid permission is the real bottleneck.",待原文核验,业务多元，AI占比需拆,AI rack kW → power shelf/PSU/thermal → revenue,BOM边+技术边,Taiwan/GRID/AI infra ETFs,IBKR台股; ADR?
6,P0_first_batch,2330.TW / TSM,TSMC,台湾,卫星资产池,D2,Leading-edge foundry + CoWoS,核心池,100,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",annual report / quarterly results / presentation / capacity expansion announcement / product page,AI/HPC advanced packaging revenue; backlog/orders; capacity; substrate layer/spec upgrade; gross margin,"Original sources tie orders/revenue to HBM, CoWoS, AI server, advanced package, ABF, or high-speed PCB demand.",Revenue is mainly consumer/auto/legacy PCB or broad semi beta with no AI/HPC customer evidence.,原文已证明: quarterly results线索; AI/HPC detail需核验,地缘、客户集中、CoWoS扩产后定价,GPU/ASIC demand → leading node + CoWoS → wafer/package revenue,客户边+产能边+技术边,SMH/SOXX/Taiwan ETFs,ADR 13F大盘；IBKR台股/ADR
7,P0_first_batch,3037.TW,Unimicron,台湾,卫星资产池,D3,ABF substrate / PCB,核心候选,100,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",annual report / quarterly results / presentation / capacity expansion announcement / product page,AI/HPC advanced packaging revenue; backlog/orders; capacity; substrate layer/spec upgrade; gross margin,"Original sources tie orders/revenue to HBM, CoWoS, AI server, advanced package, ABF, or high-speed PCB demand.",Revenue is mainly consumer/auto/legacy PCB or broad semi beta with no AI/HPC customer evidence.,待原文核验,"ABF cycle, pricing",GPU/ASIC package → ABF/substrate → capacity/margin,BOM边+产能边,Taiwan/semis ETFs,IBKR台股需权限
8,P0_first_batch,3661.TW,Alchip,台湾,卫星资产池,D3,ASIC design service,核心候选,100,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",10-K/20-F / quarterly results / earnings call / investor presentation / product roadmap,data center revenue; custom silicon revenue; design wins; NRE vs mass production; IP royalty; customer concentration,Original sources prove sustained AI compute or ASIC demand and supply-chain pull-through to D2/D3.,"Revenue is concentrated, one-off NRE, software moat blocks adoption, or customer disclosures are too thin.",待原文核验: customer concentration/tape-outs,客户集中、project delay,hyperscaler custom ASIC → design service/NRE → revenue,客户边+技术边,Taiwan semis ETFs,IBKR台股; active funds
9,P0_first_batch,4062.T,Ibiden,日本,卫星资产池,D3,ABF substrate,核心候选,100,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",annual report / quarterly results / presentation / capacity expansion announcement / product page,AI/HPC advanced packaging revenue; backlog/orders; capacity; substrate layer/spec upgrade; gross margin,"Original sources tie orders/revenue to HBM, CoWoS, AI server, advanced package, ABF, or high-speed PCB demand.",Revenue is mainly consumer/auto/legacy PCB or broad semi beta with no AI/HPC customer evidence.,待原文核验,ABF周期、CoWoS瓶颈转移,GPU/ASIC packages → ABF substrate demand → ASP/capacity,BOM边+产能边,Japan/semis ETFs,IBKR日本通常可达
10,P0_first_batch,6146.T,DISCO,日本,卫星资产池,D3,Dicing/grinding/thinning,核心候选,100,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",annual report / quarterly results / presentation / capacity expansion announcement / product page,AI/HPC advanced packaging revenue; backlog/orders; capacity; substrate layer/spec upgrade; gross margin,"Original sources tie orders/revenue to HBM, CoWoS, AI server, advanced package, ABF, or high-speed PCB demand.",Revenue is mainly consumer/auto/legacy PCB or broad semi beta with no AI/HPC customer evidence.,待原文核验,订单周期、工艺替代,HBM/advanced packaging → wafer thinning/dicing → equipment demand,产能边+技术边,Japan/semis ETFs,IBKR日本通常可达
11,P0_first_batch,6315.T,TOWA,日本,卫星资产池,D3,Molding/advanced packaging equipment,核心候选,100,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",annual report / quarterly results / presentation / capacity expansion announcement / product page,AI/HPC advanced packaging revenue; backlog/orders; capacity; substrate layer/spec upgrade; gross margin,"Original sources tie orders/revenue to HBM, CoWoS, AI server, advanced package, ABF, or high-speed PCB demand.",Revenue is mainly consumer/auto/legacy PCB or broad semi beta with no AI/HPC customer evidence.,待原文核验,HBM技术路线变化、订单集中,HBM/CoWoS → molding/compression equipment → orders,产能边+技术边,Japan semis/small cap ETFs,IBKR日本通常可达
